,Date,KS confirmed,KY confirmed,KS deaths,KY deaths
0,2020-01-22,0.0,0.0,0.0,0.0
1,2020-01-23,0.0,0.0,0.0,0.0
2,2020-01-24,0.0,0.0,0.0,0.0
3,2020-01-25,0.0,0.0,0.0,0.0
4,2020-01-26,0.0,0.0,0.0,0.0
5,2020-01-27,0.0,0.0,0.0,0.0
6,2020-01-28,0.0,0.0,0.0,0.0
7,2020-01-29,0.0,0.0,0.0,0.0
8,2020-01-30,0.0,0.0,0.0,0.0
9,2020-01-31,0.0,0.0,0.0,0.0
10,2020-02-01,0.0,0.0,0.0,0.0
11,2020-02-02,0.0,0.0,0.0,0.0
12,2020-02-03,0.0,0.0,0.0,0.0
13,2020-02-04,0.0,0.0,0.0,0.0
14,2020-02-05,0.0,0.0,0.0,0.0
15,2020-02-06,0.0,0.0,0.0,0.0
16,2020-02-07,0.0,0.0,0.0,0.0
17,2020-02-08,0.0,0.0,0.0,0.0
18,2020-02-09,0.0,0.0,0.0,0.0
19,2020-02-10,0.0,0.0,0.0,0.0
20,2020-02-11,0.0,0.0,0.0,0.0
21,2020-02-12,0.0,0.0,0.0,0.0
22,2020-02-13,0.0,0.0,0.0,0.0
23,2020-02-14,0.0,0.0,0.0,0.0
24,2020-02-15,0.0,0.0,0.0,0.0
25,2020-02-16,0.0,0.0,0.0,0.0
26,2020-02-17,0.0,0.0,0.0,0.0
27,2020-02-18,0.0,0.0,0.0,0.0
28,2020-02-19,0.0,0.0,0.0,0.0
29,2020-02-20,0.0,0.0,0.0,0.0
30,2020-02-21,0.0,0.0,0.0,0.0
31,2020-02-22,0.0,0.0,0.0,0.0
32,2020-02-23,0.0,0.0,0.0,0.0
33,2020-02-24,0.0,0.0,0.0,0.0
34,2020-02-25,0.0,0.0,0.0,0.0
35,2020-02-26,0.0,0.0,0.0,0.0
36,2020-02-27,0.0,0.0,0.0,0.0
37,2020-02-28,0.0,0.0,0.0,0.0
38,2020-02-29,0.0,0.0,0.0,0.0
39,2020-03-01,0.0,0.0,0.0,0.0
40,2020-03-02,0.0,0.0,0.0,0.0
41,2020-03-03,0.0,0.0,0.0,0.0
42,2020-03-04,0.0,0.0,0.0,0.0
43,2020-03-05,0.0,0.0,0.0,0.0
44,2020-03-06,0.0,0.0,0.0,0.0
45,2020-03-07,0.0,0.0,0.0,0.0
46,2020-03-08,1.0,0.0,0.0,0.0
47,2020-03-09,0.0,3.0,0.0,0.0
48,2020-03-10,0.0,1.0,0.0,0.0
49,2020-03-11,0.0,2.0,0.0,0.0
50,2020-03-12,4.0,4.0,1.0,0.0
51,2020-03-13,1.0,3.0,0.0,0.0
52,2020-03-14,0.0,2.0,0.0,0.0
53,2020-03-15,2.0,6.0,0.0,1.0
54,2020-03-16,5.0,1.0,0.0,0.0
55,2020-03-17,3.0,4.0,0.0,0.0
56,2020-03-18,5.0,7.0,0.0,0.0
57,2020-03-19,13.0,13.0,0.0,1.0
58,2020-03-20,10.0,7.0,0.0,0.0
59,2020-03-21,10.0,0.0,1.0,1.0
60,2020-03-22,9.0,13.0,0.0,0.0
61,2020-03-23,15.0,55.0,0.0,1.0
62,2020-03-24,14.0,32.0,0.0,0.0
63,2020-03-25,33.0,39.0,1.0,1.0
64,2020-03-26,45.0,50.0,0.0,0.0
65,2020-03-27,34.0,54.0,1.0,4.0
66,2020-03-28,60.0,59.0,1.0,1.0
67,2020-03-29,57.0,32.0,0.0,0.0
68,2020-03-30,48.0,41.0,4.0,1.0
69,2020-03-31,59.0,99.0,1.0,7.0
70,2020-04-01,54.0,96.0,0.0,2.0
71,2020-04-02,68.0,91.0,3.0,11.0
72,2020-04-03,70.0,61.0,3.0,6.0
73,2020-04-04,78.0,96.0,5.0,3.0
74,2020-04-05,49.0,99.0,1.0,5.0
75,2020-04-06,98.0,111.0,3.0,14.0
76,2020-04-07,54.0,59.0,5.0,3.0
77,2020-04-08,144.0,195.0,8.0,4.0
78,2020-04-09,61.0,171.0,4.0,13.0
79,2020-04-10,58.0,185.0,6.0,11.0
80,2020-04-11,100.0,149.0,7.0,4.0
81,2020-04-12,71.0,110.0,1.0,2.0
82,2020-04-13,41.0,85.0,6.0,9.0
83,2020-04-14,50.0,156.0,7.0,10.0
84,2020-04-15,68.0,87.0,8.0,6.0
85,2020-04-16,94.0,126.0,4.0,8.0
86,2020-04-17,116.0,107.0,4.0,8.0
87,2020-04-18,86.0,168.0,2.0,7.0
88,2020-04-19,59.0,263.0,7.0,4.0
89,2020-04-20,137.0,85.0,8.0,6.0
90,2020-04-21,40.0,150.0,0.0,17.0
91,2020-04-22,186.0,176.0,10.0,14.0
92,2020-04-23,271.0,114.0,2.0,6.0
93,2020-04-24,292.0,286.0,0.0,9.0
94,2020-04-25,282.0,129.0,6.0,5.0
95,2020-04-26,118.0,172.0,2.0,3.0
96,2020-04-27,154.0,79.0,4.0,5.0
97,2020-04-28,163.0,227.0,2.0,12.0
98,2020-04-29,244.0,163.0,6.0,10.0
99,2020-04-30,501.0,172.0,1.0,5.0
100,2020-05-01,211.0,169.0,6.0,8.0
101,2020-05-02,299.0,0.0,1.0,0.0
102,2020-05-03,284.0,248.0,3.0,5.0
103,2020-05-04,215.0,124.0,11.0,8.0
104,2020-05-05,212.0,572.0,5.0,14.0
105,2020-05-06,278.0,119.0,3.0,8.0
106,2020-05-07,410.0,193.0,0.0,11.0
107,2020-05-08,354.0,165.0,4.0,4.0
108,2020-05-09,250.0,151.0,5.0,6.0
109,2020-05-10,231.0,0.0,0.0,0.0
110,2020-05-11,134.0,236.0,6.0,7.0
111,2020-05-12,189.0,177.0,5.0,10.0
112,2020-05-13,190.0,216.0,1.0,5.0
113,2020-05-14,210.0,147.0,4.0,2.0
114,2020-05-15,205.0,221.0,3.0,4.0
115,2020-05-16,83.0,239.0,2.0,2.0
116,2020-05-17,51.0,0.0,0.0,0.0
117,2020-05-18,353.0,243.0,1.0,12.0
118,2020-05-19,20.0,132.0,1.0,20.0
119,2020-05-20,205.0,115.0,5.0,10.0
120,2020-05-21,59.0,122.0,2.0,10.0
121,2020-05-22,357.0,137.0,0.0,5.0
122,2020-05-23,13.0,146.0,1.0,0.0
123,2020-05-24,4.0,0.0,0.0,0.0
124,2020-05-25,25.0,0.0,3.0,0.0
125,2020-05-26,203.0,381.0,2.0,3.0
126,2020-05-27,118.0,125.0,1.0,6.0
127,2020-05-28,37.0,105.0,3.0,9.0
128,2020-05-29,328.0,278.0,0.0,9.0
129,2020-05-30,0.0,237.0,0.0,13.0
130,2020-05-31,0.0,0.0,0.0,0.0
131,2020-06-01,289.0,338.0,1.0,8.0
132,2020-06-02,19.0,138.0,6.0,3.0
133,2020-06-03,153.0,236.0,4.0,8.0
134,2020-06-04,0.0,296.0,0.0,7.0
135,2020-06-05,207.0,271.0,8.0,8.0
136,2020-06-06,0.0,304.0,0.0,4.0
137,2020-06-07,34.0,0.0,0.0,0.0
138,2020-06-08,215.0,187.0,4.0,2.0
139,2020-06-09,0.0,234.0,0.0,6.0
140,2020-06-10,166.0,175.0,4.0,6.0
141,2020-06-11,0.0,62.0,0.0,10.0
142,2020-06-12,235.0,228.0,3.0,4.0
143,2020-06-13,0.0,276.0,0.0,1.0
144,2020-06-14,0.0,0.0,0.0,0.0
145,2020-06-15,367.0,201.0,3.0,6.0
146,2020-06-16,0.0,179.0,0.0,6.0
147,2020-06-17,269.0,168.0,1.0,7.0
148,2020-06-18,0.0,206.0,0.0,2.0
149,2020-06-19,386.0,256.0,7.0,3.0
150,2020-06-20,58.0,177.0,8.0,2.0
151,2020-06-21,36.0,118.0,0.0,2.0
152,2020-06-22,317.0,89.0,0.0,0.0
153,2020-06-23,33.0,308.0,0.0,11.0
154,2020-06-24,482.0,222.0,0.0,1.0
155,2020-06-25,79.0,254.0,1.0,8.0
156,2020-06-26,502.0,241.0,2.0,7.0
157,2020-06-27,36.0,310.0,3.0,1.0
158,2020-06-28,194.0,65.0,1.0,4.0
159,2020-06-29,657.0,115.0,2.0,2.0
160,2020-06-30,33.0,277.0,2.0,5.0
161,2020-07-01,533.0,218.0,2.0,7.0
162,2020-07-02,0.0,237.0,0.0,9.0
163,2020-07-03,0.0,297.0,0.0,4.0
164,2020-07-04,0.0,0.0,0.0,0.0
165,2020-07-05,0.0,0.0,0.0,0.0
166,2020-07-06,1907.0,776.0,7.0,8.0
167,2020-07-07,7.0,367.0,1.0,9.0
168,2020-07-08,721.0,400.0,0.0,6.0
169,2020-07-09,107.0,326.0,5.0,4.0
170,2020-07-10,879.0,425.0,0.0,8.0
171,2020-07-11,90.0,451.0,0.0,2.0
172,2020-07-12,255.0,268.0,6.0,3.0
173,2020-07-13,1139.0,264.0,4.0,4.0
174,2020-07-14,18.0,570.0,0.0,6.0
175,2020-07-15,873.0,454.0,4.0,10.0
176,2020-07-16,15.0,406.0,0.0,5.0
177,2020-07-17,891.0,522.0,3.0,8.0
178,2020-07-18,183.0,579.0,0.0,9.0
179,2020-07-19,142.0,977.0,4.0,3.0
180,2020-07-20,1136.0,253.0,4.0,1.0
181,2020-07-21,146.0,646.0,3.0,3.0
182,2020-07-22,666.0,480.0,2.0,3.0
183,2020-07-23,0.0,607.0,0.0,7.0
184,2020-07-24,1036.0,784.0,5.0,7.0
185,2020-07-25,4.0,833.0,1.0,5.0
186,2020-07-26,237.0,315.0,6.0,4.0
187,2020-07-27,809.0,522.0,5.0,9.0
188,2020-07-28,26.0,525.0,6.0,10.0
189,2020-07-29,711.0,601.0,8.0,5.0
190,2020-07-30,43.0,659.0,5.0,7.0
191,2020-07-31,880.0,765.0,5.0,4.0
192,2020-08-01,38.0,572.0,-1.0,5.0
193,2020-08-02,182.0,462.0,3.0,2.0
194,2020-08-03,842.0,323.0,5.0,2.0
195,2020-08-04,42.0,689.0,0.0,7.0
196,2020-08-05,796.0,544.0,2.0,1.0
197,2020-08-06,88.0,513.0,7.0,8.0
198,2020-08-07,858.0,542.0,5.0,4.0
199,2020-08-08,37.0,782.0,0.0,8.0
200,2020-08-09,60.0,404.0,0.0,1.0
201,2020-08-10,996.0,272.0,7.0,2.0
202,2020-08-11,89.0,539.0,1.0,8.0
203,2020-08-12,742.0,1152.0,7.0,7.0
204,2020-08-13,59.0,741.0,8.0,6.0
205,2020-08-14,1246.0,612.0,0.0,8.0
206,2020-08-15,38.0,632.0,4.0,6.0
207,2020-08-16,109.0,385.0,0.0,3.0
208,2020-08-17,1159.0,376.0,-1.0,5.0
209,2020-08-18,71.0,608.0,5.0,12.0
210,2020-08-19,732.0,627.0,3.0,12.0
211,2020-08-20,85.0,700.0,8.0,14.0
212,2020-08-21,901.0,639.0,3.0,8.0
213,2020-08-22,169.0,801.0,5.0,8.0
214,2020-08-23,125.0,0.0,1.0,0.0
215,2020-08-24,1284.0,833.0,1.0,13.0
216,2020-08-25,118.0,669.0,1.0,10.0
217,2020-08-26,1409.0,662.0,11.0,7.0
218,2020-08-27,270.0,748.0,1.0,8.0
219,2020-08-28,1064.0,779.0,1.0,8.0
220,2020-08-29,128.0,820.0,2.0,3.0
221,2020-08-30,87.0,0.0,1.0,0.0
222,2020-08-31,1295.0,819.0,1.0,12.0
223,2020-09-01,140.0,789.0,3.0,15.0
224,2020-09-02,1082.0,806.0,5.0,18.0
225,2020-09-03,54.0,894.0,8.0,10.0
226,2020-09-04,1471.0,792.0,15.0,11.0
227,2020-09-05,0.0,787.0,0.0,6.0
228,2020-09-06,81.0,310.0,2.0,3.0
229,2020-09-07,1364.0,290.0,2.0,0.0
230,2020-09-08,334.0,255.0,1.0,1.0
231,2020-09-09,501.0,658.0,7.0,16.0
232,2020-09-10,44.0,795.0,2.0,22.0
233,2020-09-11,926.0,932.0,18.0,9.0
234,2020-09-12,41.0,711.0,9.0,13.0
235,2020-09-13,0.0,530.0,0.0,3.0
236,2020-09-14,1464.0,337.0,12.0,5.0
237,2020-09-15,0.0,718.0,0.0,9.0
238,2020-09-16,1115.0,764.0,52.0,8.0
239,2020-09-17,0.0,606.0,0.0,11.0
240,2020-09-18,964.0,758.0,12.0,8.0
241,2020-09-19,0.0,978.0,0.0,7.0
242,2020-09-20,0.0,436.0,0.0,3.0
243,2020-09-21,1997.0,375.0,2.0,1.0
244,2020-09-22,78.0,814.0,7.0,7.0
245,2020-09-23,1212.0,784.0,14.0,5.0
246,2020-09-24,166.0,643.0,10.0,13.0
247,2020-09-25,1386.0,908.0,1.0,12.0
248,2020-09-26,165.0,970.0,0.0,5.0
249,2020-09-27,0.0,455.0,0.0,3.0
250,2020-09-28,1852.0,448.0,6.0,5.0
251,2020-09-29,65.0,917.0,8.0,8.0
252,2020-09-30,1043.0,984.0,32.0,4.0
253,2020-10-01,161.0,885.0,3.0,16.0
254,2020-10-02,1210.0,1002.0,17.0,7.0
255,2020-10-03,144.0,1274.0,0.0,8.0
256,2020-10-04,2.0,616.0,0.0,4.0
257,2020-10-05,1429.0,541.0,8.0,5.0
258,2020-10-06,243.0,1036.0,3.0,4.0
259,2020-10-07,1140.0,2393.0,14.0,5.0
260,2020-10-08,125.0,868.0,10.0,11.0
261,2020-10-09,1768.0,1001.0,30.0,8.0
262,2020-10-10,0.0,989.0,0.0,7.0
263,2020-10-11,97.0,847.0,3.0,3.0
264,2020-10-12,1967.0,638.0,5.0,3.0
265,2020-10-13,187.0,761.0,17.0,14.0
266,2020-10-14,1242.0,1322.0,50.0,7.0
267,2020-10-15,157.0,1182.0,0.0,20.0
268,2020-10-16,1626.0,1311.0,21.0,4.0
269,2020-10-17,72.0,1291.0,0.0,12.0
270,2020-10-18,140.0,810.0,0.0,6.0
271,2020-10-19,2011.0,640.0,13.0,8.0
272,2020-10-20,216.0,1297.0,18.0,16.0
273,2020-10-21,1411.0,1452.0,62.0,21.0
274,2020-10-22,294.0,1303.0,0.0,17.0
275,2020-10-23,1588.0,1449.0,23.0,16.0
276,2020-10-24,82.0,1732.0,0.0,8.0
277,2020-10-25,213.0,1462.0,0.0,3.0
278,2020-10-26,2192.0,922.0,0.0,2.0
279,2020-10-27,276.0,1770.0,7.0,18.0
280,2020-10-28,2792.0,1859.0,25.0,14.0
281,2020-10-29,356.0,1809.0,0.0,18.0
282,2020-10-30,2948.0,1937.0,22.0,15.0
283,2020-10-31,37.0,1975.0,0.0,9.0
284,2020-11-01,0.0,1422.0,0.0,4.0
285,2020-11-02,3815.0,1027.0,16.0,3.0
286,2020-11-03,315.0,1711.0,11.0,11.0
287,2020-11-04,2749.0,1629.0,31.0,11.0
288,2020-11-05,725.0,2267.0,0.0,20.0
289,2020-11-06,4845.0,2205.0,79.0,10.0
290,2020-11-07,72.0,2067.0,0.0,17.0
291,2020-11-08,89.0,1136.0,0.0,4.0
292,2020-11-09,5697.0,1884.0,15.0,13.0
293,2020-11-10,556.0,2084.0,0.0,14.0
294,2020-11-11,5141.0,2697.0,34.0,14.0
295,2020-11-12,579.0,2336.0,0.0,18.0
296,2020-11-13,5974.0,3165.0,39.0,23.0
297,2020-11-14,188.0,3291.0,0.0,12.0
298,2020-11-15,0.0,1449.0,0.0,4.0
299,2020-11-16,7293.0,1513.0,12.0,3.0
300,2020-11-17,530.0,2911.0,-1.0,33.0
301,2020-11-18,5326.0,2745.0,61.0,15.0
302,2020-11-19,401.0,3634.0,0.0,27.0
303,2020-11-20,5562.0,3819.0,84.0,23.0
304,2020-11-21,264.0,3698.0,0.0,20.0
305,2020-11-22,74.0,2196.0,-1.0,5.0
306,2020-11-23,7030.0,2132.0,45.0,4.0
307,2020-11-24,940.0,2605.0,0.0,17.0
308,2020-11-25,5141.0,3302.0,49.0,27.0
309,2020-11-26,-2.0,0.0,0.0,0.0
310,2020-11-27,4599.0,5607.0,26.0,35.0
311,2020-11-28,485.0,2435.0,0.0,14.0
312,2020-11-29,0.0,2734.0,0.0,11.0
313,2020-11-30,4742.0,2126.0,31.0,12.0
314,2020-12-01,389.0,4123.0,0.0,36.0
315,2020-12-02,4609.0,3600.0,119.0,0.0
316,2020-12-03,385.0,3837.0,0.0,71.0
317,2020-12-04,6088.0,3584.0,107.0,24.0
318,2020-12-05,0.0,3879.0,0.0,24.0
319,2020-12-06,86.0,2566.0,0.0,9.0
320,2020-12-07,5264.0,1962.0,70.0,10.0
321,2020-12-08,457.0,3076.0,0.0,20.0
322,2020-12-09,5671.0,3468.0,85.0,17.0
323,2020-12-10,272.0,4314.0,0.0,27.0
324,2020-12-11,5229.0,3669.0,131.0,23.0
325,2020-12-12,45.0,3537.0,0.0,24.0
326,2020-12-13,14.0,2391.0,0.0,15.0
327,2020-12-14,4655.0,1778.0,37.0,16.0
328,2020-12-15,285.0,2940.0,0.0,14.0
329,2020-12-16,4381.0,2809.0,144.0,24.0
330,2020-12-17,193.0,3447.0,0.0,55.0
331,2020-12-18,5488.0,3164.0,88.0,27.0
332,2020-12-19,6.0,3376.0,0.0,28.0
333,2020-12-20,22.0,1754.0,0.0,25.0
334,2020-12-21,0.0,1945.0,0.0,14.0
335,2020-12-22,0.0,3033.0,0.0,29.0
336,2020-12-23,0.0,2987.0,0.0,27.0
337,2020-12-24,0.0,0.0,0.0,0.0
338,2020-12-25,0.0,0.0,0.0,0.0
339,2020-12-26,0.0,5260.0,0.0,68.0
340,2020-12-27,0.0,1522.0,0.0,21.0
341,2020-12-28,15432.0,1454.0,207.0,8.0
342,2020-12-29,120.0,2976.0,0.0,31.0
343,2020-12-30,6279.0,3770.0,193.0,28.0
344,2020-12-31,79.0,0.0,-1.0,0.0
345,2021-01-01,4826.0,0.0,138.0,0.0
346,2021-01-02,0.0,8709.0,0.0,76.0
347,2021-01-03,5.0,2853.0,0.0,21.0
348,2021-01-04,3976.0,2319.0,19.0,27.0
349,2021-01-05,129.0,1693.0,0.0,23.0
350,2021-01-06,5456.0,5705.0,130.0,36.0
351,2021-01-07,114.0,4889.0,0.0,37.0
352,2021-01-08,5308.0,4737.0,121.0,14.0
353,2021-01-09,34.0,4230.0,0.0,20.0
354,2021-01-10,-11.0,3223.0,0.0,25.0
355,2021-01-11,5156.0,2065.0,107.0,21.0
356,2021-01-12,130.0,2977.0,0.0,22.0
357,2021-01-13,0.0,4609.0,100.0,44.0
358,2021-01-14,4532.0,4064.0,0.0,53.0
359,2021-01-15,3926.0,3914.0,147.0,18.0
360,2021-01-16,21.0,3075.0,0.0,33.0
361,2021-01-17,53.0,2349.0,0.0,33.0
362,2021-01-18,3317.0,1983.0,23.0,41.0
363,2021-01-19,152.0,2246.0,0.0,27.0
364,2021-01-20,3602.0,3417.0,50.0,49.0
365,2021-01-21,228.0,3702.0,0.0,57.0
366,2021-01-22,3223.0,2758.0,23.0,35.0
367,2021-01-23,28.0,3276.0,0.0,52.0
368,2021-01-24,0.0,2435.0,0.0,35.0
369,2021-01-25,2543.0,1341.0,24.0,39.0
370,2021-01-26,124.0,2666.0,0.0,35.0
371,2021-01-27,2965.0,2403.0,96.0,47.0
372,2021-01-28,218.0,2964.0,0.0,69.0
373,2021-01-29,2071.0,2609.0,61.0,57.0
374,2021-01-30,16.0,2651.0,0.0,46.0
375,2021-01-31,0.0,1766.0,0.0,31.0
376,2021-02-01,1981.0,1617.0,0.0,35.0
377,2021-02-02,147.0,2431.0,30.0,32.0
378,2021-02-03,0.0,2581.0,0.0,51.0
379,2021-02-04,2186.0,2493.0,86.0,58.0
380,2021-02-05,2449.0,2256.0,206.0,50.0
381,2021-02-06,22.0,1994.0,0.0,49.0
382,2021-02-07,0.0,1529.0,0.0,31.0
383,2021-02-08,1530.0,1004.0,96.0,40.0
384,2021-02-09,52.0,2326.0,0.0,35.0
385,2021-02-10,1869.0,1913.0,106.0,49.0
386,2021-02-11,87.0,1871.0,0.0,36.0
387,2021-02-12,1249.0,1435.0,61.0,42.0
388,2021-02-13,0.0,760.0,0.0,19.0
389,2021-02-14,0.0,1708.0,0.0,10.0
390,2021-02-15,1283.0,725.0,42.0,9.0
391,2021-02-16,31.0,1234.0,0.0,27.0
392,2021-02-17,1288.0,1012.0,115.0,18.0
393,2021-02-18,89.0,972.0,0.0,37.0
394,2021-02-19,1934.0,1943.0,109.0,28.0
395,2021-02-20,0.0,1333.0,0.0,25.0
396,2021-02-21,0.0,977.0,0.0,21.0
397,2021-02-22,792.0,531.0,31.0,13.0
398,2021-02-23,0.0,1488.0,0.0,16.0
399,2021-02-24,1052.0,1291.0,78.0,51.0
400,2021-02-25,0.0,1257.0,0.0,43.0
401,2021-02-26,750.0,1164.0,13.0,30.0
402,2021-02-27,0.0,1048.0,0.0,25.0
403,2021-02-28,0.0,665.0,0.0,12.0
404,2021-03-01,588.0,511.0,8.0,15.0
405,2021-03-02,0.0,1073.0,0.0,19.0
406,2021-03-03,746.0,1334.0,72.0,33.0
407,2021-03-04,0.0,1099.0,0.0,28.0
408,2021-03-05,695.0,927.0,14.0,22.0
409,2021-03-06,0.0,840.0,0.0,52.0
410,2021-03-07,0.0,525.0,0.0,13.0
411,2021-03-08,530.0,330.0,1.0,10.0
412,2021-03-09,0.0,877.0,0.0,21.0
413,2021-03-10,700.0,1013.0,28.0,34.0
414,2021-03-11,0.0,1203.0,0.0,37.0
415,2021-03-12,438.0,957.0,23.0,29.0
416,2021-03-13,0.0,698.0,0.0,16.0
417,2021-03-14,0.0,489.0,0.0,16.0
418,2021-03-15,393.0,435.0,4.0,23.0
419,2021-03-16,0.0,798.0,0.0,24.0
420,2021-03-17,597.0,955.0,1.0,27.0
421,2021-03-18,0.0,780.0,0.0,448.0
422,2021-03-19,422.0,708.0,10.0,191.0
423,2021-03-20,0.0,655.0,0.0,25.0
424,2021-03-21,0.0,313.0,0.0,18.0
425,2021-03-22,0.0,293.0,0.0,61.0
426,2021-03-23,0.0,883.0,0.0,15.0
427,2021-03-24,0.0,681.0,0.0,49.0
428,2021-03-25,0.0,724.0,0.0,107.0
429,2021-03-26,39.0,634.0,-21.0,39.0
430,2021-03-27,0.0,0.0,0.0,1.0
431,2021-03-28,0.0,1130.0,0.0,23.0
432,2021-03-29,0.0,231.0,0.0,11.0
433,2021-03-30,0.0,699.0,0.0,22.0
434,2021-03-31,950.0,772.0,22.0,25.0
435,2021-04-01,0.0,969.0,0.0,18.0
436,2021-04-02,515.0,671.0,19.0,21.0
437,2021-04-03,0.0,583.0,0.0,20.0
